,name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label,response
4372,vOVaQe4i,15,active,46770,single,expensive,badminton,88798,urban,no response,0
4373,w9Ax59hh,34,active,98791,single,expensive,athletics,98443,urban,no response,0
4374,gY8fveSZ,65,healthy,60811,single,expensive,soccer,125593,urban,response,1
4375,K3KZr7rW,27,cozily,90600,single,practical,unknown,70973,rural,no response,0
4376,oFEEEb7o,48,active,30175,married,practical,athletics,49111,urban,no response,0
4377,aISf3ypo,32,cozily,98225,single,expensive,soccer,98623,urban,no response,0
4378,nDamjzyL,28,healthy,93908,married,expensive,soccer,120164,urban,no response,0
4379,mxaDZsQq,67,healthy,80398,single,practical,soccer,70512,rural,no response,0
4380,YmGdxBvz,37,cozily,34417,married,expensive,soccer,71792,urban,no response,0
4381,H9DCKIRN,63,healthy,62746,married,practical,unknown,135936,urban,response,1
4382,VNvDP0Ax,38,active,56402,single,expensive,soccer,84244,rural,no response,0
4383,xc8xg2Qg,56,cozily,46471,married,expensive,athletics,113948,urban,response,1
4384,AKkgZADo,64,active,88908,married,expensive,athletics,147235,rural,response,1
4385,W1MHESjL,56,cozily,85060,married,expensive,soccer,137738,urban,response,1
4386,XZ3QwWiO,43,healthy,31038,single,expensive,badminton,95703,urban,no response,0
4387,hnSxLoyu,36,active,19577,single,expensive,badminton,122082,urban,no response,0
4388,3bLHzbBp,22,healthy,28666,married,practical,athletics,52754,urban,response,1
4389,kp7zYGfk,18,cozily,84056,single,practical,badminton,114038,urban,no response,0
4390,aqq3FPnH,23,healthy,95396,married,expensive,athletics,31889,rural,no response,0
4391,9I0FfuRd,16,healthy,62501,married,practical,unknown,130402,urban,no response,0
4392,fFpKSmoN,40,cozily,34689,single,practical,soccer,126762,urban,no response,0
4393,fWvLf48h,58,cozily,37576,single,practical,badminton,104120,urban,no response,0
4394,657G9im5,47,healthy,15674,married,practical,badminton,46284,urban,no response,0
4395,I39gnXwZ,32,active,51492,single,expensive,badminton,77499,rural,no response,0
4396,vIaERG4z,66,active,30912,married,expensive,badminton,90786,rural,response,1
4397,hI8xR9dr,35,healthy,89863,single,expensive,soccer,57210,urban,no response,0
4398,FLAwL6pO,66,active,74277,single,expensive,unknown,58113,rural,response,1
4399,GTRYSzId,60,active,17814,single,expensive,athletics,137833,rural,response,1
4400,WKHaqKbn,36,cozily,76877,married,practical,badminton,34547,urban,no response,0
4401,eESUGnmV,25,healthy,44500,married,expensive,soccer,67804,rural,no response,0
4402,WYokkkwL,52,healthy,94203,married,practical,athletics,94222,urban,no response,0
4403,3F9dPh9q,21,healthy,55488,single,expensive,athletics,42740,urban,no response,0
4404,x8Gt6ytC,62,healthy,36958,single,expensive,soccer,86920,urban,response,1
4405,o6Wp3zeV,53,cozily,28206,married,expensive,badminton,48945,urban,no response,0
4406,uGfd0jwE,54,active,74080,single,expensive,badminton,61027,rural,no response,0
4407,0xgrpne7,35,healthy,11066,married,expensive,soccer,144599,urban,response,1
4408,ZN6jPY4s,61,active,29484,married,practical,badminton,37996,rural,response,1
4409,K7TTBNTF,36,healthy,87597,single,expensive,unknown,131100,urban,no response,0
4410,obTUZvwZ,69,active,10537,married,practical,athletics,45127,urban,response,1
4411,03houfS8,56,active,31429,single,expensive,unknown,60227,urban,no response,0
4412,o1SIbrKy,38,healthy,70872,single,practical,unknown,59084,rural,no response,0
4413,tSaKVi8c,69,cozily,69598,single,practical,soccer,39900,rural,response,1
4414,B0Iu3bWX,30,healthy,67597,single,expensive,badminton,67006,urban,no response,0
4415,00zg5OZ8,52,active,90747,married,expensive,athletics,44585,urban,no response,0
4416,U7sWEl8N,20,active,85252,married,expensive,athletics,116525,urban,no response,0
4417,jlr77GBb,46,healthy,57513,married,practical,badminton,45362,urban,no response,0
4418,VKNXKr4M,69,cozily,94515,single,expensive,athletics,92706,urban,response,1
4419,r2qmFzBS,48,active,13838,single,expensive,badminton,91107,urban,response,1
4420,iZhnE3UU,51,active,53086,married,expensive,athletics,115946,urban,no response,0
4421,ZpC4cqLx,51,active,36847,married,expensive,soccer,89436,rural,no response,0
4422,Qj2Rp3qG,61,active,37328,married,expensive,unknown,117047,urban,response,1
4423,13U2ti0w,59,cozily,97791,married,practical,athletics,129664,rural,no response,0
4424,5L5reqmd,51,healthy,12615,single,expensive,soccer,66129,urban,response,1
4425,ilMckMXc,16,cozily,23374,married,expensive,badminton,103620,rural,no response,0
4426,zSYBT6v3,68,healthy,25536,single,practical,badminton,134957,rural,no response,0
4427,JXuU834o,40,healthy,21882,married,expensive,athletics,39027,urban,no response,0
4428,tD4mgCN8,16,active,23742,single,expensive,badminton,54031,rural,no response,0
4429,R8tzzxOD,28,cozily,26179,single,practical,unknown,118588,rural,no response,0
4430,lokjy5Z2,37,cozily,75051,married,practical,soccer,93199,urban,no response,0
4431,s2iKwwaF,52,healthy,46322,married,practical,badminton,116681,rural,no response,0
4432,FTKTkt5N,28,healthy,51025,married,practical,soccer,106915,urban,no response,0
4433,ht9vpdyG,57,active,72149,married,expensive,athletics,130465,rural,response,1
4434,EGs0Vxll,32,active,48628,married,practical,soccer,34036,urban,no response,0
4435,mW54MfTt,66,active,97318,single,practical,unknown,93057,urban,response,1
4436,N5J40jRJ,17,cozily,34785,single,expensive,soccer,47384,rural,no response,0
4437,jmYFOY7a,33,healthy,76767,single,expensive,badminton,93164,urban,no response,0
4438,dbgAhYNx,60,healthy,92280,married,expensive,badminton,131805,rural,response,1
4439,MaiWSPAP,15,cozily,73426,single,expensive,athletics,129111,rural,no response,0
4440,Uc9dpgWK,53,healthy,75376,single,practical,unknown,56835,urban,no response,0
4441,bjDvo0sg,55,active,51708,single,practical,athletics,109252,urban,no response,0
4442,9KHBqzdv,61,active,40045,single,expensive,soccer,134342,rural,response,1
4443,ksx6KXTa,53,cozily,95317,single,expensive,soccer,96141,rural,no response,0
4444,dJfXR1Nz,69,healthy,86864,married,practical,badminton,29711,urban,response,1
4445,UwGYF5t2,39,cozily,94244,married,expensive,athletics,130366,urban,no response,0
4446,ojZZyrDm,23,cozily,39294,single,practical,badminton,52358,urban,no response,0
4447,ptN07ZYf,31,active,74359,married,expensive,badminton,137099,urban,no response,0
4448,8XQnbI4n,69,active,89045,married,expensive,athletics,62187,urban,response,1
4449,66Yg4I6f,61,active,57783,single,practical,soccer,120608,urban,response,1
4450,km6bFTKD,53,active,64585,married,practical,soccer,111498,urban,no response,0
4451,b52mY9eX,31,healthy,16045,single,expensive,badminton,126280,urban,no response,0
4452,3gbyvJTu,35,healthy,34797,single,expensive,athletics,85338,urban,no response,0
4453,YIZ1tXpg,63,cozily,51617,married,practical,unknown,64047,urban,response,1
4454,vP15bR51,42,cozily,79199,single,expensive,athletics,112598,urban,no response,0
4455,idiJJWGN,47,cozily,21980,married,practical,athletics,99008,urban,no response,0
4456,2AWNR6YB,20,active,55199,single,expensive,soccer,106445,rural,response,1
4457,2fkcnKBv,69,cozily,80240,married,expensive,soccer,58668,urban,response,1
4458,mH6mpGqx,44,active,10638,married,expensive,badminton,51854,urban,response,1
4459,exuxsnKy,61,cozily,95659,single,expensive,athletics,148262,rural,response,1
4460,sYXHzoGf,36,active,20465,married,expensive,badminton,72395,urban,no response,0
4461,ifnrh5NI,56,cozily,58423,married,expensive,unknown,92386,rural,response,1
4462,qDRDU0uP,40,active,12557,single,practical,soccer,97291,urban,response,1
4463,mi2UanRK,52,healthy,67412,single,practical,badminton,52130,urban,no response,0
4464,AP5dn6mv,46,active,40350,single,expensive,unknown,56445,urban,no response,0
4465,ccdx178B,64,active,58076,married,practical,badminton,140784,urban,response,1
4466,FMu44Ca7,67,cozily,84567,single,practical,badminton,80119,rural,response,1
4467,SrHWWP6O,58,active,92910,single,practical,soccer,49212,urban,response,1
4468,ehmlNcxb,15,cozily,80905,married,practical,athletics,125241,urban,no response,0
4469,Ni7vnEaE,18,healthy,54672,single,practical,athletics,69185,rural,no response,0
4470,Bn8ycprN,56,active,47218,single,expensive,athletics,117982,urban,response,1
4471,69hXSkbY,34,healthy,82113,single,practical,badminton,121761,rural,no response,0
4472,hnFXzbKW,56,healthy,82460,single,expensive,unknown,123748,rural,response,1
4473,AoV5Mmu0,69,cozily,10868,single,expensive,badminton,74127,urban,response,1
4474,aRcQGnq8,30,healthy,95129,single,expensive,badminton,124822,urban,no response,0
4475,bEVyTXyo,47,active,20621,married,practical,soccer,107680,urban,no response,0
4476,vwY7xnb2,28,cozily,40413,single,expensive,unknown,44585,urban,no response,0
4477,1iAXxnmR,30,active,62661,single,expensive,athletics,58465,urban,no response,0
4478,ETbybhKh,54,cozily,81592,married,practical,badminton,66223,rural,no response,0
4479,FiuBlPpW,63,healthy,60456,single,practical,badminton,128323,rural,no response,0
4480,5NmwGr2J,59,active,94937,single,practical,soccer,71509,urban,response,1
4481,cLORIB3G,35,healthy,14058,married,expensive,soccer,112424,urban,response,1
4482,ZsU7jqyZ,27,cozily,58605,single,practical,badminton,83179,rural,no response,0
4483,TkI7Dnwg,46,healthy,21028,single,practical,soccer,51439,rural,no response,0
4484,ywyDG7RP,46,cozily,81383,single,expensive,soccer,109471,urban,no response,0
4485,tiUtN4VI,39,active,37178,married,practical,soccer,20246,rural,no response,0
4486,dhId6rJb,38,active,23924,single,expensive,soccer,93502,rural,no response,0
4487,n1OD4cKs,42,cozily,20975,married,expensive,badminton,145592,urban,response,1
4488,tZbHC7cD,33,cozily,94591,married,expensive,athletics,96134,rural,no response,0
4489,4wnkxwHP,22,cozily,11400,single,practical,badminton,115702,urban,response,1
4490,C4RuSslp,19,active,50847,married,expensive,badminton,121208,urban,no response,0
4491,QGJkUorj,23,cozily,24775,single,practical,badminton,51236,urban,no response,0
4492,csSZs9RT,68,cozily,81986,single,expensive,athletics,47718,urban,response,1
4493,yWBhoDz6,68,cozily,57424,married,expensive,athletics,93512,rural,response,1
4494,odHyV48N,58,cozily,56017,single,expensive,athletics,101940,rural,response,1
4495,dIUB5OMP,51,cozily,31935,single,practical,soccer,40820,urban,no response,0
4496,sLfkYL6r,20,active,60346,single,practical,soccer,44022,urban,response,1
4497,UpEmBE7j,25,healthy,37950,single,practical,soccer,40050,urban,no response,0
4498,DtzwqD6d,21,healthy,60064,married,practical,soccer,149489,rural,response,1
4499,vIGbhfyM,50,healthy,38025,married,expensive,badminton,54990,rural,no response,0
4500,2ChGc0FB,16,active,16678,married,practical,soccer,128946,rural,no response,0
4501,PR7pDdIi,21,cozily,94385,single,practical,soccer,104912,urban,no response,0
4502,IbZLvZFn,19,cozily,75617,single,practical,badminton,27405,rural,no response,0
4503,yUNUIWcF,33,healthy,44091,single,expensive,unknown,86166,urban,no response,0
4504,GWTR8iLB,45,cozily,36762,single,expensive,badminton,47121,rural,no response,0
4505,B1auY6ss,47,cozily,24228,married,practical,unknown,46218,rural,no response,0
4506,hkb0NReh,53,cozily,92362,married,practical,unknown,91503,urban,no response,0
4507,0HDGg2rL,69,healthy,28455,single,practical,athletics,101215,urban,response,1
4508,wSfApqYK,45,healthy,72414,single,expensive,soccer,59277,urban,no response,0
4509,AsYZYBxn,22,cozily,82704,single,practical,athletics,128311,urban,no response,0
4510,LLUOf3v8,38,cozily,99979,married,practical,athletics,144928,urban,response,1
4511,1nR3wovU,40,healthy,19243,married,practical,athletics,45935,urban,no response,0
4512,ep5t4ZMe,62,cozily,94431,single,practical,badminton,57791,rural,response,1
4513,NncAyog5,23,active,52430,single,practical,athletics,132798,urban,no response,0
4514,3xxnuv65,37,cozily,51223,married,practical,athletics,110003,urban,no response,0
4515,zZR2k3sO,48,active,96857,single,expensive,soccer,98624,urban,no response,0
4516,N7FwQSYb,53,cozily,27975,single,practical,soccer,33586,urban,no response,0
4517,dupYOW5T,48,active,90669,married,practical,athletics,72551,rural,response,1
4518,bV6ohbO0,25,cozily,72060,single,practical,athletics,73439,urban,no response,0
4519,BFKix13f,28,active,68511,married,practical,unknown,81938,urban,no response,0
4520,RLtz7EK1,16,cozily,22873,single,expensive,athletics,80427,urban,no response,0
4521,TxC94xgH,24,active,98589,single,practical,athletics,124473,rural,no response,0
4522,wBaxHaFy,47,active,45279,single,expensive,soccer,42766,rural,no response,0
4523,FHqUHtnX,49,healthy,88248,single,practical,badminton,68156,urban,no response,0
4524,xSSYDqZi,35,cozily,93510,married,practical,athletics,33025,urban,no response,0
4525,EG7cHIc8,59,healthy,67336,married,practical,unknown,105107,urban,response,1
4526,vEZYCQNY,64,active,48163,married,expensive,unknown,55672,rural,response,1
4527,27lTB0eV,37,healthy,68058,married,expensive,badminton,84889,rural,no response,0
4528,qjvBtd2m,20,cozily,31387,single,practical,soccer,107229,urban,no response,0
4529,kfRqntal,61,cozily,46395,single,expensive,athletics,49715,rural,response,1
4530,j45CGATB,44,active,37538,married,expensive,unknown,122019,urban,no response,0
4531,UTrKcQMj,17,cozily,63717,married,expensive,soccer,111992,urban,no response,0
4532,UMZEHN5R,49,active,63163,married,expensive,athletics,139218,rural,no response,0
4533,XIwCimbV,67,active,52916,single,expensive,badminton,48678,rural,response,1
4534,CaagqTmb,50,cozily,25357,single,practical,badminton,76979,rural,response,1
4535,LGQ9Yppo,32,active,54693,married,practical,badminton,70025,urban,no response,0
4536,ETk5dSh8,44,healthy,45342,married,expensive,athletics,54581,urban,no response,0
4537,XJm3jPGQ,33,healthy,60790,single,expensive,badminton,23116,rural,no response,0
4538,sCp1dW7U,28,active,35413,single,practical,athletics,27399,urban,no response,0
4539,vkVkRw70,24,active,87683,single,practical,soccer,112292,urban,no response,0
4540,s6GyVFUI,33,cozily,76937,single,expensive,athletics,55905,urban,no response,0
4541,SBy1W0M8,44,cozily,34989,married,expensive,athletics,94919,rural,no response,0
4542,BriUf4ah,27,active,38590,married,practical,athletics,99775,rural,no response,0
4543,pUf5F6Bp,48,active,87413,married,practical,badminton,46912,rural,no response,0
4544,6sOafg0t,51,active,53314,single,practical,badminton,50506,urban,no response,0
4545,qWjUY78v,60,cozily,79803,married,expensive,badminton,105082,urban,response,1
4546,rqnc3Dja,20,cozily,37427,married,practical,badminton,117804,rural,no response,0
4547,5Owgb6vu,61,cozily,12902,single,practical,badminton,54608,rural,no response,0
4548,3X36AESK,41,cozily,75454,single,expensive,unknown,87410,rural,no response,0
4549,Pg3IvH5R,55,cozily,79633,single,practical,badminton,110075,urban,no response,0
4550,Ib2FTYNY,29,healthy,40621,single,practical,unknown,23467,rural,no response,0
4551,MNT2P63w,36,cozily,58859,married,expensive,soccer,63386,rural,no response,0
4552,EQpDwko0,49,healthy,95519,single,expensive,athletics,104630,urban,no response,0
4553,fX1VqwuB,17,healthy,16695,married,expensive,athletics,80651,rural,no response,0
4554,enNohcUb,24,healthy,27336,married,expensive,athletics,44193,urban,no response,0
4555,ecEhJc6d,27,healthy,79891,single,expensive,athletics,112250,rural,no response,0
4556,upsTMNHN,69,healthy,99761,single,expensive,badminton,39624,urban,no response,0
4557,jeNg147j,22,healthy,48519,married,expensive,soccer,62513,rural,no response,0
4558,lV1tSG9z,63,active,33111,single,expensive,soccer,40414,rural,response,1
4559,yFQAXBiP,51,healthy,99881,married,practical,badminton,139630,urban,no response,0
4560,37jmp28p,22,healthy,29587,married,practical,badminton,49573,rural,no response,0
4561,g7lD1s5S,32,cozily,65248,married,expensive,unknown,53459,urban,no response,0
4562,wRApSE0P,25,healthy,79095,married,practical,athletics,133047,urban,no response,0
4563,ScjTwrkv,63,cozily,16652,single,practical,unknown,64003,urban,response,1
4564,RaIe6xWt,32,healthy,72237,married,practical,athletics,42548,urban,no response,0
4565,5bmwwplL,48,healthy,43145,single,practical,soccer,138100,rural,no response,0
4566,r11RBgY5,69,active,73022,married,practical,unknown,67750,rural,response,1
4567,9qasMRUp,46,cozily,58369,married,expensive,soccer,79170,urban,no response,0
4568,qjDNTcIU,24,cozily,96396,single,practical,badminton,51923,urban,no response,0
4569,hVL58NvN,49,cozily,27500,married,expensive,soccer,47253,urban,no response,0
4570,M23gC0VC,18,cozily,79031,single,expensive,badminton,131813,rural,no response,0
4571,ZixId6zf,25,active,42040,married,expensive,badminton,105192,urban,no response,0
4572,sFSidvXO,15,healthy,52347,single,expensive,soccer,144915,rural,response,1
4573,gFnk7HCD,57,cozily,42048,married,expensive,soccer,130088,rural,no response,0
4574,H6MR7cX4,67,healthy,41237,married,practical,badminton,133188,rural,response,1
